DATE,Y10_FIT,RNY10,TP10
20210910,0.731,1.6037,-0.8727
20210913,0.7305,1.6148,-0.8843
20210914,0.7225,1.6264,-0.904
20210915,0.744,1.6372,-0.8932
20210916,0.79,1.6482,-0.8582
20210917,0.8372,1.6455,-0.8083
20210920,0.7884,1.6319,-0.8435
20210921,0.7833,1.6416,-0.8584
20210922,0.783,1.6473,-0.8644
20210923,0.8833,1.7055,-0.8222
20210924,0.9165,1.6906,-0.7741
20210927,0.9414,1.677,-0.7356
20210928,0.9829,1.6758,-0.6929
20210929,0.9746,1.6729,-0.6983
20210930,1.0273,1.678,-0.6508
20211001,1.0122,1.6718,-0.6597
20211004,1.0001,1.6619,-0.6618
20211005,1.0844,1.6808,-0.5964
20211006,1.0683,1.6961,-0.6278
20211007,1.0721,1.7026,-0.6305
20211008,1.1489,1.7374,-0.5885
20211011,1.1717,1.7535,-0.5819
20211012,1.132,1.7544,-0.6224
20211013,1.0451,1.7837,-0.7386
20211014,1.0259,1.7543,-0.7284
20211015,1.0703,1.7828,-0.7125
20211018,1.0895,1.9009,-0.8113
20211019,1.1171,1.8929,-0.7758
20211020,1.1202,1.8588,-0.7386
20211021,1.1774,1.8605,-0.6831
20211022,1.1322,1.871,-0.7389
20211025,1.1111,1.8441,-0.733
20211026,1.0855,1.84,-0.7545
20211027,0.9514,1.8323,-0.8809
20211028,0.9517,1.8999,-0.9482
20211029,1.0086,1.9862,-0.9776
20211101,1.0416,1.9567,-0.9151
20211102,1.001,1.9373,-0.9363
20211103,1.0389,1.9539,-0.915
20211104,0.9299,1.7947,-0.8648
20211105,0.8196,1.7569,-0.9372
20211108,0.8346,1.7575,-0.9229
20211109,0.7987,1.8278,-1.0291
20211110,0.8979,1.9043,-1.0064
20211111,0.8887,1.9021,-1.0134
20211112,0.8922,1.8586,-0.9664
20211115,0.9245,1.8753,-0.9508
20211116,0.9408,1.9027,-0.9619
20211117,0.9507,1.8809,-0.9302
20211118,0.9074,1.8591,-0.9517
20211119,0.8603,1.8395,-0.9792
20211122,0.9082,1.86,-0.9518
20211123,0.9465,1.8996,-0.9531
20211124,0.9811,1.9078,-0.9267
20211125,0.9389,1.9013,-0.9624
20211126,0.7857,1.8496,-1.064
20211129,0.8233,1.8703,-1.0469
20211130,0.7975,1.8961,-1.0986
20211201,0.8103,1.9225,-1.1123
20211202,0.7731,1.915,-1.1419
20211203,0.7432,1.9023,-1.1591
20211206,0.7117,1.8863,-1.1746
20211207,0.701,1.8843,-1.1833
20211208,0.7342,1.8479,-1.1137
20211209,0.7297,1.8199,-1.0901
20211210,0.7067,1.8154,-1.1086
20220120,1.2128,2.0584,-0.8456
20220121,1.1533,2.0564,-0.903
20220124,1.1087,2.0626,-0.9539
20220125,1.1364,2.0667,-0.9303
20220126,1.1844,2.0837,-0.8993
20220127,1.2095,2.1161,-0.9066
20220128,1.2221,2.1005,-0.8784
20220131,1.2907,2.1275,-0.8368
20220201,1.287,2.1468,-0.8599
20220202,1.232,2.1347,-0.9027
20220203,1.3549,2.1787,-0.8237
20220204,1.3826,2.2644,-0.8819
20220207,1.3888,2.2806,-0.8917
20220208,1.4639,2.3056,-0.8417
20220209,1.3935,2.2821,-0.8885
20220210,1.4734,2.3533,-0.8799
20220211,1.483,2.398,-0.915
20220214,1.5122,2.4615,-0.9493
20220215,1.5164,2.5023,-0.9859
20220216,1.4699,2.3982,-0.9283
20220217,1.4186,2.3533,-0.9347
20220218,1.342,2.3223,-0.9802
20220221,1.3584,2.3179,-0.9595
20220222,1.4236,2.3547,-0.9311
20220223,1.4291,2.3067,-0.8775
20220224,1.4053,2.288,-0.8828
20220225,1.4143,2.2281,-0.8138
20220228,1.3777,2.1007,-0.723
20220301,1.1199,1.9552,-0.8352
20220302,1.2082,2.1533,-0.945
20220303,1.268,2.1971,-0.9291
20220304,1.1538,2.1592,-1.0054
20220307,1.2381,2.2397,-1.0015
20220308,1.3568,2.3429,-0.9861
20220309,1.4398,2.421,-0.9812
20220310,1.4546,2.3633,-0.9087
20220311,1.4612,2.3479,-0.8867
20220314,1.54,2.3813,-0.8413
20220315,1.5094,2.3414,-0.832
20220316,1.5707,2.3762,-0.8055
20220317,1.5169,2.3103,-0.7934
20220318,1.4452,2.2306,-0.7854
20220321,1.561,2.2762,-0.7151
20220322,1.6421,2.3425,-0.7005
20220323,1.5946,2.3323,-0.7377
20220324,1.5868,2.2987,-0.712
20220325,1.6289,2.3366,-0.7077
20220328,1.5657,2.3298,-0.7641
20220329,1.6032,2.3168,-0.7136
20220330,1.6162,2.3261,-0.7098
20220331,1.5789,2.3357,-0.7568
20220401,1.5827,2.3608,-0.778
20220404,1.5194,2.3622,-0.8428
20220405,1.6189,2.3901,-0.7712
20220406,1.6823,2.3631,-0.6808
20220407,1.692,2.3421,-0.65
20220408,1.7211,2.3398,-0.6186
20220411,1.801,2.3692,-0.5682
20220412,1.7614,2.3397,-0.5783
20220413,1.7686,2.319,-0.5504
20220414,1.8409,2.3293,-0.4884
20220419,1.9456,2.345,-0.3994
20220420,1.8746,2.3521,-0.4775
20220421,1.9359,2.4514,-0.5155
20220422,1.9069,2.4643,-0.5574
20220425,1.8061,2.3652,-0.5591
20220426,1.7604,2.3179,-0.5575
20220427,1.788,2.2984,-0.5104
20220428,1.8414,2.3122,-0.4707
20220429,1.8806,2.3541,-0.4735
20220503,1.9136,2.3736,-0.46
20220504,1.9404,2.3669,-0.4266
20220505,1.9283,2.266,-0.3377
20220506,1.9873,2.2092,-0.2218
20220509,1.941,2.1107,-0.1697
20220510,1.8376,2.0771,-0.2395
20220511,1.861,2.0481,-0.1871
20220512,1.7009,1.9937,-0.2927
20220513,1.7437,2.0089,-0.2652
20220516,1.7363,2.0185,-0.2822
20220517,1.8648,2.1566,-0.2919
20220518,1.842,2.1864,-0.3443
20220519,1.843,2.2131,-0.3701
20220520,1.8703,2.2081,-0.3378
20220523,1.9546,2.2393,-0.2847
20220524,1.8516,2.1446,-0.293
20220525,1.8984,2.1203,-0.2219
20220526,1.9696,2.1166,-0.147
20220527,1.9187,2.1249,-0.2063
20220530,1.9721,2.127,-0.155
20220531,2.0937,2.1728,-0.079
20220601,2.1077,2.2257,-0.118
20220606,2.212,2.3062,-0.0942
20220607,2.1643,2.2992,-0.135
20220608,2.1987,2.3274,-0.1287
20220609,2.2706,2.3984,-0.1278
20220610,2.3537,2.5777,-0.2241
20220613,2.4261,2.6345,-0.2083
20220614,2.4766,2.599,-0.1224
20220801,1.8156,2.1932,-0.3776
20220802,1.8514,2.2269,-0.3756
20220803,1.9349,2.3341,-0.3992
20220804,1.8913,2.328,-0.4367
20220805,2.0543,2.3764,-0.3221
20220808,1.9704,2.3201,-0.3496
20220809,2.0055,2.3494,-0.3439
20220810,1.9743,2.3232,-0.3489
20220811,2.0999,2.3315,-0.2316
20220812,2.1532,2.3335,-0.1803
20220815,2.0545,2.3162,-0.2618
20220816,2.1645,2.3882,-0.2238
20220817,2.2987,2.5041,-0.2054
20220818,2.3028,2.5202,-0.2174
20220819,2.4227,2.5631,-0.1404
20220822,2.5005,2.6279,-0.1273
20220823,2.5471,2.7442,-0.1971
20220824,2.6596,2.9477,-0.288
20220825,2.6004,2.8556,-0.2552
20220826,2.5807,2.8799,-0.2992
20220830,2.6998,2.9416,-0.2418
20220831,2.7897,2.9679,-0.1782
20220901,2.897,2.9593,-0.0623
20220902,2.8883,2.9379,-0.0496
20220905,2.9014,3.0068,-0.1054
20220906,3.0218,2.989,0.0328
20220907,3.01,2.9004,0.1097
20220908,3.1496,2.8813,0.2683
20220909,3.1194,2.8985,0.2209
20220912,3.0579,2.8699,0.188
20220913,3.1445,2.9244,0.2201
20220914,3.1301,2.9113,0.2188
20220915,3.1481,2.9276,0.2205
20220916,3.1584,2.9819,0.1765
20220920,3.2877,3.0663,0.2214
20220921,3.3232,3.1273,0.1959
20220922,3.5013,3.2184,0.2829
20220923,3.7898,3.5808,0.209
20220926,4.1314,3.7708,0.3607
20220927,4.3765,3.7615,0.615
20220928,4.0004,3.715,0.2854
20220929,4.0698,3.761,0.3089
20220930,4.0499,3.7967,0.2531
20221003,3.9278,3.644,0.2838
20221004,3.852,3.5849,0.2671
20221005,4.0017,3.5939,0.4078
20221006,4.1602,3.6313,0.529
20221007,4.2283,3.6104,0.6179
20221010,4.4872,3.6814,0.8059
20221011,4.4298,3.5905,0.8393
20221012,4.49,3.4677,1.0223
20221013,4.2616,3.3685,0.8931
20221014,4.3518,3.2851,1.0668
20221017,4.0363,3.1394,0.897
20221018,3.9713,3.0887,0.8826
20221019,3.9203,3.0889,0.8314
20221020,3.9043,3.1312,0.7731
20221021,4.0912,3.2438,0.8474
20221024,3.8051,3.1219,0.6832
20221025,3.7138,3.104,0.6098
20221026,3.6621,3.0693,0.5927
20221027,3.5702,2.9897,0.5804
20221028,3.5181,3.0389,0.4791
20221031,3.6002,3.0976,0.5027
20221101,3.5359,2.9561,0.5798
20221102,3.5127,2.8161,0.6966
20221103,3.5785,2.7886,0.7899
20221104,3.6256,2.7724,0.8532
20221107,3.6834,2.9019,0.7815
20230120,3.4165,2.7879,0.6286
20230123,3.4289,2.7737,0.6552
20230124,3.3689,2.7215,0.6474
20230125,3.347,2.6897,0.6572
20230126,3.3939,2.7034,0.6904
20230127,3.4074,2.7233,0.6841
20230130,3.3864,2.7942,0.5922
20230131,3.3957,2.799,0.5967
20230201,3.4027,2.7707,0.632
20230202,3.0938,2.602,0.4918
20230203,3.1552,2.6102,0.545
20230206,3.3187,2.702,0.6167
20230207,3.3669,2.7281,0.6388
20230208,3.388,2.7035,0.6845
20230209,3.3787,2.7565,0.6223
20230210,3.4732,2.816,0.6572
20230213,3.4898,2.8267,0.6631
20230214,3.5751,2.9091,0.666
20230215,3.5415,2.8392,0.7023
20230216,3.5817,2.8268,0.7549
20230217,3.6101,2.8251,0.785
20230220,3.5689,2.7885,0.7804
20230221,3.6945,2.8903,0.8042
20230222,3.668,2.8984,0.7696
20230223,3.6752,2.9198,0.7554
20230224,3.723,2.9996,0.7234
20230227,3.7699,3.0242,0.7457
20230228,3.7662,3.0584,0.7078
20230301,3.7794,3.029,0.7504
20230302,3.8053,3.0234,0.7819
20230303,3.8022,3.042,0.7602
20230306,3.7693,3.0916,0.6777
20230307,3.7471,3.1427,0.6044
20230308,3.6662,3.1609,0.5054
20230309,3.7134,3.1688,0.5446
20230310,3.5351,3.0722,0.4629
20230313,3.3249,2.9718,0.353
20230314,3.4506,3.0257,0.4249
20230315,3.2853,2.9344,0.3509
20230316,3.3097,2.9409,0.3688
20230317,3.2245,2.8623,0.3623
20230320,3.2787,2.8309,0.4477
20230321,3.3311,2.8408,0.4903
20230322,3.4182,2.9943,0.4239
20230323,3.3159,2.8463,0.4696
20230324,3.2317,2.8003,0.4314
20230327,3.3193,2.8556,0.4637
20230328,3.4038,2.8704,0.5334
20230329,3.4014,2.9012,0.5002
20230330,3.4602,2.9427,0.5175
20230331,3.467,2.9621,0.5049
20230403,3.3545,2.9163,0.4382
20230404,3.3878,2.8867,0.5011
20230405,3.3955,2.8626,0.5329
20230406,3.388,2.8725,0.5155
20230411,3.4871,2.9157,0.5713
20230412,3.5118,2.9204,0.5914
20230413,3.5093,2.9075,0.6017
20230414,3.5949,2.9644,0.6305
20230417,3.6421,2.9619,0.6802
20230418,3.6757,3.0211,0.6546
20230419,3.7774,3.1318,0.6456
20230420,3.7087,3.1012,0.6074
20230421,3.6966,3.0982,0.5984
20230424,3.6837,3.1384,0.5453
20230425,3.61,3.1104,0.4996
